id,date,name,docs-1,docs-delta-percent-1,docs-percent-1,docs-2,docs-delta-percent-2,docs-percent-2,docs-3,docs-delta-percent-3,docs-percent-3,docs-4,docs-delta-percent-4,docs-percent-4,docs-5,docs-delta-percent-5,docs-percent-5,docs-6,docs-delta-percent-6,docs-percent-6,docs-7,docs-delta-percent-7,docs-percent-7,docs-8,docs-delta-percent-8,docs-percent-8,docs-9,docs-delta-percent-9,docs-percent-9,docs-10,docs-delta-percent-10,docs-percent-10,docs-11,docs-delta-percent-11,docs-percent-11,docs-12,docs-delta-percent-12,docs-percent-12,docs-13,docs-delta-percent-13,docs-percent-13
BHS,2020-04-19,Bahamas,9,50.0,4.8,6,500.0,3.2,7,100,3.7,6,-33.3,3.2,96,23.1,51.3,43,207.1,23.0,1,-50.0,0.5,2,-71.4,1.1,4,-20.0,2.1,2,-50.0,1.1,2,100.0,1.1,3,0.0,1.6,6,100.0,3.2
BHS,2020-04-20,Bahamas,7,-22.2,4.4,3,-50.0,1.9,1,-85.7,0.6,11,83.3,6.9,93,-3.1,58.5,27,-37.2,17.0,2,100.0,1.3,3,50.0,1.9,3,-25.0,1.9,1,-50.0,0.6,0,-100.0,0,5,66.7,3.1,3,-50.0,1.9
BHS,2020-04-21,Bahamas,9,28.6,5.3,2,-33.3,1.2,1,0.0,0.6,14,27.3,8.2,99,6.5,57.9,20,-25.9,11.7,3,50.0,1.8,3,0.0,1.8,7,133.3,4.1,4,300.0,2.3,2,100,1.2,2,-60.0,1.2,5,66.7,2.9
BHS,2020-04-22,Bahamas,3,-66.7,2.8,2,0.0,1.9,2,100.0,1.9,12,-14.3,11.1,55,-44.4,50.9,18,-10.0,16.7,2,-33.3,1.9,3,0.0,2.8,2,-71.4,1.9,1,-75.0,0.9,2,0.0,1.9,5,150.0,4.6,1,-80.0,0.9
BHS,2020-04-23,Bahamas,4,33.3,1.9,2,0.0,1.0,8,300.0,3.8,16,33.3,7.7,140,154.5,67.0,20,11.1,9.6,1,-50.0,0.5,3,0.0,1.4,7,250.0,3.3,3,200.0,1.4,2,0.0,1.0,3,-40.0,1.4,0,-100.0,0
BHS,2020-04-24,Bahamas,2,-50.0,1.6,4,100.0,3.2,1,-87.5,0.8,8,-50.0,6.3,86,-38.6,68.3,15,-25.0,11.9,0,-100.0,0,2,-33.3,1.6,2,-71.4,1.6,0,-100.0,0,0,-100.0,0,2,-33.3,1.6,4,100,3.2
BHS,2020-04-25,Bahamas,2,0.0,1.9,4,0.0,3.9,7,600.0,6.8,3,-62.5,2.9,60,-30.2,58.3,7,-53.3,6.8,3,100,2.9,4,100.0,3.9,7,250.0,6.8,1,100,1.0,1,100,1.0,3,50.0,2.9,1,-75.0,1.0
BHS,2020-04-26,Bahamas,4,100.0,4.1,2,-50.0,2.0,1,-85.7,1.0,8,166.7,8.2,66,10.0,67.3,7,0.0,7.1,0,-100.0,0,2,-50.0,2.0,4,-42.9,4.1,0,-100.0,0,2,100.0,2.0,1,-66.7,1.0,1,0.0,1.0
BHS,2020-04-27,Bahamas,11,175.0,5.6,7,250.0,3.6,9,800.0,4.6,17,112.5,8.7,112,69.7,57.4,13,85.7,6.7,3,100,1.5,3,50.0,1.5,5,25.0,2.6,2,100,1.0,0,-100.0,0,8,700.0,4.1,5,400.0,2.6
BHS,2020-04-28,Bahamas,5,-54.5,4.1,2,-71.4,1.7,1,-88.9,0.8,5,-70.6,4.1,87,-22.3,71.9,7,-46.2,5.8,2,-33.3,1.7,2,-33.3,1.7,3,-40.0,2.5,0,-100.0,0,2,100,1.7,1,-87.5,0.8,4,-20.0,3.3
BHS,2020-04-29,Bahamas,4,-20.0,3.9,4,100.0,3.9,5,400.0,4.9,9,80.0,8.8,49,-43.7,48.0,9,28.6,8.8,9,350.0,8.8,3,50.0,2.9,2,-33.3,2.0,1,100,1.0,1,-50.0,1.0,3,200.0,2.9,3,-25.0,2.9
BRB,2020-03-15,Barbados,1,0,2.5,1,0,2.5,0,0,0,4,0,10.0,8,0,20.0,21,0,52.5,0,0,0,3,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5.0
BRB,2020-03-16,Barbados,0,-100.0,0,4,300.0,4.3,1,100,1.1,11,175.0,11.7,17,112.5,18.1,39,85.7,41.5,2,100,2.1,1,-66.7,1.1,6,100,6.4,4,100,4.3,1,100,1.1,5,100,5.3,3,50.0,3.2
BRB,2020-03-17,Barbados,1,100,0.6,7,75.0,4.2,4,300.0,2.4,18,63.6,10.8,27,58.8,16.2,71,82.1,42.5,2,0.0,1.2,8,700.0,4.8,13,116.7,7.8,7,75.0,4.2,2,100.0,1.2,3,-40.0,1.8,4,33.3,2.4
BRB,2020-03-18,Barbados,2,100.0,2.2,5,-28.6,5.6,1,-75.0,1.1,12,-33.3,13.3,15,-44.4,16.7,36,-49.3,40.0,3,50.0,3.3,3,-62.5,3.3,3,-76.9,3.3,2,-71.4,2.2,2,0.0,2.2,2,-33.3,2.2,4,0.0,4.4
BRB,2020-03-19,Barbados,2,0.0,1.5,2,-60.0,1.5,6,500.0,4.6,19,58.3,14.5,19,26.7,14.5,57,58.3,43.5,2,-33.3,1.5,10,233.3,7.6,3,0.0,2.3,4,100.0,3.1,1,-50.0,0.8,4,100.0,3.1,2,-50.0,1.5
BRB,2020-03-20,Barbados,3,50.0,2.8,1,-50.0,0.9,5,-16.7,4.7,7,-63.2,6.6,18,-5.3,17.0,54,-5.3,50.9,1,-50.0,0.9,2,-80.0,1.9,1,-66.7,0.9,5,25.0,4.7,3,200.0,2.8,4,0.0,3.8,2,0.0,1.9
BRB,2020-03-21,Barbados,1,-66.7,0.9,3,200.0,2.6,4,-20.0,3.5,9,28.6,7.9,19,5.6,16.7,58,7.4,50.9,4,300.0,3.5,3,50.0,2.6,6,500.0,5.3,2,-60.0,1.8,2,-33.3,1.8,2,-50.0,1.8,1,-50.0,0.9
BRB,2020-03-22,Barbados,2,100.0,1.4,8,166.7,5.6,3,-25.0,2.1,7,-22.2,4.9,22,15.8,15.3,86,48.3,59.7,3,-25.0,2.1,2,-33.3,1.4,7,16.7,4.9,2,0.0,1.4,0,-100.0,0,1,-50.0,0.7,1,0.0,0.7
BRB,2020-03-23,Barbados,3,50.0,2.5,3,-62.5,2.5,4,33.3,3.4,12,71.4,10.2,22,0.0,18.6,57,-33.7,48.3,4,33.3,3.4,4,100.0,3.4,3,-57.1,2.5,2,0.0,1.7,0,0,0,1,0.0,0.8,3,200.0,2.5
BRB,2020-03-24,Barbados,3,0.0,2.4,3,0.0,2.4,2,-50.0,1.6,16,33.3,12.6,17,-22.7,13.4,62,8.8,48.8,2,-50.0,1.6,4,0.0,3.1,4,33.3,3.1,1,-50.0,0.8,1,100,0.8,2,100.0,1.6,10,233.3,7.9
BRB,2020-03-25,Barbados,1,-66.7,1.0,4,33.3,3.9,3,50.0,2.9,6,-62.5,5.9,18,5.9,17.6,49,-21.0,48.0,2,0.0,2.0,4,0.0,3.9,5,25.0,4.9,2,100.0,2.0,2,100.0,2.0,3,50.0,2.9,3,-70.0,2.9
BRB,2020-03-26,Barbados,1,0.0,1.1,1,-75.0,1.1,2,-33.3,2.2,12,100.0,13.2,13,-27.8,14.3,46,-6.1,50.5,2,0.0,2.2,3,-25.0,3.3,6,20.0,6.6,1,-50.0,1.1,1,-50.0,1.1,2,-33.3,2.2,1,-66.7,1.1
BRB,2020-03-27,Barbados,29,2800.0,20.0,6,500.0,4.1,5,150.0,3.4,19,58.3,13.1,22,69.2,15.2,49,6.5,33.8,1,-50.0,0.7,2,-33.3,1.4,3,-50.0,2.1,1,0.0,0.7,2,100.0,1.4,1,-50.0,0.7,5,400.0,3.4
BRB,2020-03-28,Barbados,7,-75.9,8.1,7,16.7,8.1,1,-80.0,1.2,7,-63.2,8.1,16,-27.3,18.6,34,-30.6,39.5,2,100.0,2.3,0,-100.0,0,5,66.7,5.8,2,100.0,2.3,3,50.0,3.5,1,0.0,1.2,1,-80.0,1.2
BRB,2020-03-29,Barbados,11,57.1,12.6,2,-71.4,2.3,0,-100.0,0,7,0.0,8.0,22,37.5,25.3,33,-2.9,37.9,2,0.0,2.3,2,100,2.3,5,0.0,5.7,0,-100.0,0,0,-100.0,0,1,0.0,1.1,2,100.0,2.3
BRB,2020-03-30,Barbados,9,-18.2,11.2,8,300.0,10.0,1,100,1.2,3,-57.1,3.8,21,-4.5,26.2,25,-24.2,31.2,3,50.0,3.8,1,-50.0,1.2,5,0.0,6.2,1,100,1.2,1,100,1.2,1,0.0,1.2,1,-50.0,1.2
BRB,2020-03-31,Barbados,12,33.3,12.1,5,-37.5,5.1,3,200.0,3.0,7,133.3,7.1,18,-14.3,18.2,35,40.0,35.4,5,66.7,5.1,1,0.0,1.0,6,20.0,6.1,3,200.0,3.0,1,0.0,1.0,2,100.0,2.0,1,0.0,1.0
BRB,2020-04-01,Barbados,12,0.0,8.2,9,80.0,6.1,2,-33.3,1.4,14,100.0,9.5,43,138.9,29.3,43,22.9,29.3,3,-40.0,2.0,5,400.0,3.4,6,0.0,4.1,3,0.0,2.0,1,0.0,0.7,2,0.0,1.4,4,300.0,2.7
BRB,2020-04-02,Barbados,17,41.7,11.3,26,188.9,17.2,2,0.0,1.3,10,-28.6,6.6,45,4.7,29.8,34,-20.9,22.5,0,-100.0,0,3,-40.0,2.0,7,16.7,4.6,2,-33.3,1.3,0,-100.0,0,4,100.0,2.6,1,-75.0,0.7
BRB,2020-04-03,Barbados,18,5.9,8.7,45,73.1,21.7,1,-50.0,0.5,10,0.0,4.8,34,-24.4,16.4,81,138.2,39.1,2,100,1.0,1,-66.7,0.5,7,0.0,3.4,3,50.0,1.4,1,100,0.5,3,-25.0,1.4,1,0.0,0.5
BRB,2020-04-04,Barbados,9,-50.0,11.8,4,-91.1,5.3,1,0.0,1.3,8,-20.0,10.5,20,-41.2,26.3,25,-69.1,32.9,0,-100.0,0,2,100.0,2.6,1,-85.7,1.3,1,-66.7,1.3,1,0.0,1.3,2,-33.3,2.6,2,100.0,2.6
BRB,2020-04-05,Barbados,4,-55.6,4.5,5,25.0,5.6,3,200.0,3.4,5,-37.5,5.6,45,125.0,50.6,17,-32.0,19.1,1,100,1.1,1,-50.0,1.1,1,0.0,1.1,2,100.0,2.2,0,-100.0,0,3,50.0,3.4,2,0.0,2.2
BRB,2020-04-06,Barbados,7,75.0,8.2,1,-80.0,1.2,1,-66.7,1.2,13,160.0,15.3,27,-40.0,31.8,25,47.1,29.4,1,0.0,1.2,1,0.0,1.2,0,-100.0,0,2,0.0,2.4,1,100,1.2,5,66.7,5.9,1,-50.0,1.2
BRB,2020-04-07,Barbados,4,-42.9,4.3,11,1000.0,12.0,4,300.0,4.3,7,-46.2,7.6,30,11.1,32.6,25,0.0,27.2,2,100.0,2.2,2,100.0,2.2,2,100,2.2,1,-50.0,1.1,1,0.0,1.1,3,-40.0,3.3,0,-100.0,0
BRB,2020-04-08,Barbados,4,0.0,4.8,7,-36.4,8.3,1,-75.0,1.2,11,57.1,13.1,26,-13.3,31.0,19,-24.0,22.6,4,100.0,4.8,3,50.0,3.6,4,100.0,4.8,0,-100.0,0,2,100.0,2.4,2,-33.3,2.4,1,100,1.2
BRB,2020-04-09,Barbados,4,0.0,4.8,6,-14.3,7.2,1,0.0,1.2,4,-63.6,4.8,24,-7.7,28.9,23,21.1,27.7,2,-50.0,2.4,1,-66.7,1.2,5,25.0,6.0,2,100,2.4,1,-50.0,1.2,7,250.0,8.4,3,200.0,3.6
BRB,2020-04-10,Barbados,6,50.0,8.6,2,-66.7,2.9,2,100.0,2.9,10,150.0,14.3,23,-4.2,32.9,16,-30.4,22.9,1,-50.0,1.4,3,200.0,4.3,2,-60.0,2.9,3,50.0,4.3,1,0.0,1.4,0,-100.0,0,1,-66.7,1.4
BRB,2020-04-11,Barbados,12,100.0,13.2,10,400.0,11.0,3,50.0,3.3,12,20.0,13.2,19,-17.4,20.9,25,56.2,27.5,0,-100.0,0,1,-66.7,1.1,3,50.0,3.3,2,-33.3,2.2,1,0.0,1.1,0,0,0,3,200.0,3.3
BRB,2020-04-12,Barbados,8,-33.3,10.7,4,-60.0,5.3,2,-33.3,2.7,9,-25.0,12.0,29,52.6,38.7,16,-36.0,21.3,0,0,0,1,0.0,1.3,3,0.0,4.0,0,-100.0,0,1,0.0,1.3,1,100,1.3,1,-66.7,1.3
BRB,2020-04-13,Barbados,4,-50.0,5.7,9,125.0,12.9,1,-50.0,1.4,7,-22.2,10.0,21,-27.6,30.0,16,0.0,22.9,0,0,0,1,0.0,1.4,3,0.0,4.3,0,0,0,1,0.0,1.4,4,300.0,5.7,3,200.0,4.3
BRB,2020-04-14,Barbados,6,50.0,9.8,10,11.1,16.4,2,100.0,3.3,5,-28.6,8.2,14,-33.3,23.0,11,-31.2,18.0,1,100,1.6,2,100.0,3.3,2,-33.3,3.3,2,100,3.3,1,0.0,1.6,2,-50.0,3.3,3,0.0,4.9
BRB,2020-04-15,Barbados,6,0.0,6.6,5,-50.0,5.5,1,-50.0,1.1,13,160.0,14.3,33,135.7,36.3,20,81.8,22.0,1,0.0,1.1,3,50.0,3.3,1,-50.0,1.1,1,-50.0,1.1,3,200.0,3.3,2,0.0,2.2,2,-33.3,2.2
BRB,2020-04-16,Barbados,6,0.0,7.3,6,20.0,7.3,3,200.0,3.7,15,15.4,18.3,21,-36.4,25.6,17,-15.0,20.7,2,100.0,2.4,3,0.0,3.7,4,300.0,4.9,1,0.0,1.2,0,-100.0,0,3,50.0,3.7,1,-50.0,1.2
BRB,2020-04-17,Barbados,4,-33.3,4.7,3,-50.0,3.5,0,-100.0,0,18,20.0,21.2,29,38.1,34.1,11,-35.3,12.9,1,-50.0,1.2,5,66.7,5.9,8,100.0,9.4,1,0.0,1.2,1,100,1.2,3,0.0,3.5,1,0.0,1.2
BRB,2020-04-18,Barbados,2,-50.0,3.2,3,0.0,4.8,0,0,0,5,-72.2,7.9,21,-27.6,33.3,24,118.2,38.1,2,100.0,3.2,2,-60.0,3.2,1,-87.5,1.6,0,-100.0,0,0,-100.0,0,1,-66.7,1.6,2,100.0,3.2
BRB,2020-04-19,Barbados,5,150.0,6.8,6,100.0,8.1,3,100,4.1,10,100.0,13.5,24,14.3,32.4,16,-33.3,21.6,0,-100.0,0,2,0.0,2.7,3,200.0,4.1,0,0,0,0,0,0,3,200.0,4.1,2,0.0,2.7
BRB,2020-04-20,Barbados,1,-80.0,6.2,1,-83.3,6.2,0,-100.0,0,4,-60.0,25.0,4,-83.3,25.0,3,-81.2,18.8,1,100,6.2,1,-50.0,6.2,0,-100.0,0,0,0,0,0,0,0,1,-66.7,6.2,0,-100.0,0
BRB,2020-04-21,Barbados,3,200.0,5.9,3,200.0,5.9,1,100,2.0,7,75.0,13.7,18,350.0,35.3,7,133.3,13.7,2,100.0,3.9,2,100.0,3.9,2,100,3.9,1,100,2.0,0,0,0,4,300.0,7.8,1,100,2.0
BRB,2020-04-22,Barbados,6,100.0,10.7,6,100.0,10.7,1,0.0,1.8,6,-14.3,10.7,19,5.6,33.9,9,28.6,16.1,1,-50.0,1.8,3,50.0,5.4,3,50.0,5.4,0,-100.0,0,0,0,0,1,-75.0,1.8,1,0.0,1.8
BRB,2020-04-23,Barbados,4,-33.3,4.4,8,33.3,8.9,1,0.0,1.1,8,33.3,8.9,34,78.9,37.8,19,111.1,21.1,1,0.0,1.1,6,100.0,6.7,3,0.0,3.3,1,100,1.1,1,100,1.1,4,300.0,4.4,0,-100.0,0
BRB,2020-04-24,Barbados,11,175.0,13.1,1,-87.5,1.2,2,100.0,2.4,10,25.0,11.9,27,-20.6,32.1,21,10.5,25.0,2,100.0,2.4,2,-66.7,2.4,5,66.7,6.0,1,0.0,1.2,1,0.0,1.2,0,-100.0,0,1,100,1.2
BRB,2020-04-25,Barbados,4,-63.6,6.5,3,200.0,4.8,2,0.0,3.2,7,-30.0,11.3,18,-33.3,29.0,18,-14.3,29.0,1,-50.0,1.6,3,50.0,4.8,2,-60.0,3.2,2,100.0,3.2,0,-100.0,0,0,0,0,2,100.0,3.2
BRB,2020-04-26,Barbados,4,0.0,8.9,1,-66.7,2.2,1,-50.0,2.2,5,-28.6,11.1,15,-16.7,33.3,15,-16.7,33.3,0,-100.0,0,0,-100.0,0,2,0.0,4.4,1,-50.0,2.2,0,0,0,1,100,2.2,0,-100.0,0
BRB,2020-04-27,Barbados,4,0.0,6.6,5,400.0,8.2,1,0.0,1.6,5,0.0,8.2,20,33.3,32.8,15,0.0,24.6,0,0,0,2,100,3.3,3,50.0,4.9,1,0.0,1.6,1,100,1.6,2,100.0,3.3,2,100,3.3
BRB,2020-04-28,Barbados,8,100.0,10.3,5,0.0,6.4,4,300.0,5.1,4,-20.0,5.1,27,35.0,34.6,17,13.3,21.8,1,100,1.3,3,50.0,3.8,3,0.0,3.8,1,0.0,1.3,1,0.0,1.3,3,50.0,3.8,1,-50.0,1.3
BRB,2020-04-29,Barbados,1,-87.5,7.7,0,-100.0,0,0,-100.0,0,2,-50.0,15.4,6,-77.8,46.2,2,-88.2,15.4,1,0.0,7.7,0,-100.0,0,1,-66.7,7.7,0,-100.0,0,0,-100.0,0,0,-100.0,0,0,-100.0,0
BLZ,2020-03-15,Belice,2,0,6.7,3,0,10.0,0,0,0,1,0,3.3,4,0,13.3,8,0,26.7,1,0,3.3,2,0,6.7,4,0,13.3,0,0,0,2,0,6.7,1,0,3.3,2,0,6.7
BLZ,2020-03-16,Belice,1,-50.0,2.4,1,-66.7,2.4,1,100,2.4,6,500.0,14.3,7,75.0,16.7,13,62.5,31.0,2,100.0,4.8,4,100.0,9.5,3,-25.0,7.1,1,100,2.4,0,-100.0,0,2,100.0,4.8,1,-50.0,2.4
BLZ,2020-03-17,Belice,1,0.0,2.7,0,-100.0,0,0,-100.0,0,2,-66.7,5.4,10,42.9,27.0,9,-30.8,24.3,1,-50.0,2.7,3,-25.0,8.1,5,66.7,13.5,2,100.0,5.4,1,100,2.7,1,-50.0,2.7,2,100.0,5.4
BLZ,2020-03-18,Belice,4,300.0,8.5,2,100,4.3,4,100,8.5,4,100.0,8.5,7,-30.0,14.9,11,22.2,23.4,1,0.0,2.1,1,-66.7,2.1,5,0.0,10.6,0,-100.0,0,1,0.0,2.1,1,0.0,2.1,6,200.0,12.8
BLZ,2020-03-19,Belice,1,-75.0,2.3,1,-50.0,2.3,4,0.0,9.1,8,100.0,18.2,8,14.3,18.2,10,-9.1,22.7,1,0.0,2.3,1,0.0,2.3,1,-80.0,2.3,2,100,4.5,1,0.0,2.3,4,300.0,9.1,2,-66.7,4.5
BLZ,2020-03-20,Belice,1,0.0,2.1,2,100.0,4.2,2,-50.0,4.2,3,-62.5,6.2,12,50.0,25.0,13,30.0,27.1,4,300.0,8.3,2,100.0,4.2,5,400.0,10.4,1,-50.0,2.1,0,-100.0,0,1,-75.0,2.1,2,0.0,4.2
BLZ,2020-03-21,Belice,1,0.0,2.0,3,50.0,6.0,2,0.0,4.0,6,100.0,12.0,9,-25.0,18.0,16,23.1,32.0,1,-75.0,2.0,2,0.0,4.0,5,0.0,10.0,0,-100.0,0,0,0,0,1,0.0,2.0,4,100.0,8.0
BLZ,2020-03-22,Belice,2,100.0,5.1,1,-66.7,2.6,3,50.0,7.7,3,-50.0,7.7,7,-22.2,17.9,17,6.2,43.6,0,-100.0,0,0,-100.0,0,3,-40.0,7.7,0,0,0,0,0,0,2,100.0,5.1,1,-75.0,2.6
BLZ,2020-03-23,Belice,1,-50.0,1.5,4,300.0,6.1,2,-33.3,3.0,8,166.7,12.1,14,100.0,21.2,17,0.0,25.8,2,100,3.0,1,100,1.5,4,33.3,6.1,2,100,3.0,1,100,1.5,5,150.0,7.6,5,400.0,7.6
BLZ,2020-03-24,Belice,3,200.0,7.0,1,-75.0,2.3,1,-50.0,2.3,5,-37.5,11.6,8,-42.9,18.6,14,-17.6,32.6,1,-50.0,2.3,1,0.0,2.3,2,-50.0,4.7,2,0.0,4.7,1,0.0,2.3,3,-40.0,7.0,1,-80.0,2.3
BLZ,2020-03-25,Belice,5,66.7,11.6,2,100.0,4.7,2,100.0,4.7,3,-40.0,7.0,8,0.0,18.6,12,-14.3,27.9,1,0.0,2.3,3,200.0,7.0,1,-50.0,2.3,2,0.0,4.7,1,0.0,2.3,1,-66.7,2.3,2,100.0,4.7
BLZ,2020-03-26,Belice,2,-60.0,5.0,0,-100.0,0,0,-100.0,0,3,0.0,7.5,9,12.5,22.5,15,25.0,37.5,1,0.0,2.5,0,-100.0,0,3,200.0,7.5,1,-50.0,2.5,1,0.0,2.5,3,200.0,7.5,2,0.0,5.0
BLZ,2020-03-27,Belice,1,-50.0,2.5,2,100,5.0,1,100,2.5,2,-33.3,5.0,11,22.2,27.5,9,-40.0,22.5,3,200.0,7.5,1,100,2.5,4,33.3,10.0,2,100.0,5.0,0,-100.0,0,1,-66.7,2.5,3,50.0,7.5
BLZ,2020-03-28,Belice,1,0.0,2.3,1,-50.0,2.3,3,200.0,7.0,3,50.0,7.0,8,-27.3,18.6,11,22.2,25.6,1,-66.7,2.3,1,0.0,2.3,7,75.0,16.3,0,-100.0,0,0,0,0,6,500.0,14.0,1,-66.7,2.3
BLZ,2020-03-29,Belice,1,0.0,2.9,2,100.0,5.7,2,-33.3,5.7,1,-66.7,2.9,11,37.5,31.4,10,-9.1,28.6,0,-100.0,0,1,0.0,2.9,1,-85.7,2.9,2,100,5.7,1,100,2.9,2,-66.7,5.7,1,0.0,2.9
BLZ,2020-03-30,Belice,5,400.0,12.8,3,50.0,7.7,1,-50.0,2.6,1,0.0,2.6,9,-18.2,23.1,7,-30.0,17.9,1,100,2.6,2,100.0,5.1,3,200.0,7.7,1,-50.0,2.6,0,-100.0,0,5,150.0,12.8,1,0.0,2.6
BLZ,2020-03-31,Belice,1,-80.0,2.4,0,-100.0,0,2,100.0,4.9,6,500.0,14.6,10,11.1,24.4,12,71.4,29.3,1,0.0,2.4,1,-50.0,2.4,3,0.0,7.3,0,-100.0,0,1,100,2.4,3,-40.0,7.3,1,0.0,2.4
BLZ,2020-04-01,Belice,2,100.0,4.8,2,100,4.8,2,0.0,4.8,1,-83.3,2.4,7,-30.0,16.7,12,0.0,28.6,3,200.0,7.1,3,200.0,7.1,4,33.3,9.5,0,0,0,2,100.0,4.8,2,-33.3,4.8,2,100.0,4.8
BLZ,2020-04-02,Belice,1,-50.0,2.6,0,-100.0,0,3,50.0,7.7,6,500.0,15.4,8,14.3,20.5,13,8.3,33.3,2,-33.3,5.1,1,-66.7,2.6,2,-50.0,5.1,0,0,0,0,-100.0,0,2,0.0,5.1,1,-50.0,2.6
BLZ,2020-04-03,Belice,3,200.0,9.7,0,0,0,1,-66.7,3.2,4,-33.3,12.9,8,0.0,25.8,7,-46.2,22.6,1,-50.0,3.2,0,-100.0,0,2,0.0,6.5,1,100,3.2,1,100,3.2,2,0.0,6.5,1,0.0,3.2
BLZ,2020-04-04,Belice,3,0.0,8.1,2,100,5.4,1,0.0,2.7,3,-25.0,8.1,5,-37.5,13.5,10,42.9,27.0,2,100.0,5.4,1,100,2.7,1,-50.0,2.7,2,100.0,5.4,1,0.0,2.7,5,150.0,13.5,1,0.0,2.7
BLZ,2020-04-05,Belice,4,33.3,12.9,0,-100.0,0,3,200.0,9.7,4,33.3,12.9,8,60.0,25.8,3,-70.0,9.7,2,0.0,6.5,1,0.0,3.2,2,100.0,6.5,0,-100.0,0,1,0.0,3.2,2,-60.0,6.5,1,0.0,3.2
BLZ,2020-04-06,Belice,2,-50.0,5.4,2,100,5.4,2,-33.3,5.4,3,-25.0,8.1,7,-12.5,18.9,10,233.3,27.0,2,0.0,5.4,2,100.0,5.4,3,50.0,8.1,1,100,2.7,1,0.0,2.7,1,-50.0,2.7,1,0.0,2.7
BLZ,2020-04-07,Belice,4,100.0,9.3,1,-50.0,2.3,2,0.0,4.7,3,0.0,7.0,6,-14.3,14.0,10,0.0,23.3,1,-50.0,2.3,4,100.0,9.3,2,-33.3,4.7,2,100.0,4.7,1,0.0,2.3,4,300.0,9.3,3,200.0,7.0
BLZ,2020-04-08,Belice,2,-50.0,4.7,3,200.0,7.0,3,50.0,7.0,4,33.3,9.3,11,83.3,25.6,9,-10.0,20.9,1,0.0,2.3,1,-75.0,2.3,1,-50.0,2.3,1,-50.0,2.3,1,0.0,2.3,2,-50.0,4.7,4,33.3,9.3
BLZ,2020-04-09,Belice,1,-50.0,3.0,3,0.0,9.1,1,-66.7,3.0,4,0.0,12.1,8,-27.3,24.2,3,-66.7,9.1,3,200.0,9.1,2,100.0,6.1,1,0.0,3.0,1,0.0,3.0,1,0.0,3.0,3,50.0,9.1,2,-50.0,6.1
BLZ,2020-04-10,Belice,1,0.0,3.2,2,-33.3,6.5,1,0.0,3.2,2,-50.0,6.5,7,-12.5,22.6,7,133.3,22.6,1,-66.7,3.2,0,-100.0,0,1,0.0,3.2,0,-100.0,0,0,-100.0,0,8,166.7,25.8,1,-50.0,3.2
BLZ,2020-04-11,Belice,4,300.0,12.5,1,-50.0,3.1,2,100.0,6.2,1,-50.0,3.1,9,28.6,28.1,5,-28.6,15.6,3,200.0,9.4,0,0,0,2,100.0,6.2,2,100,6.2,0,0,0,3,-62.5,9.4,0,-100.0,0
BLZ,2020-04-12,Belice,2,-50.0,7.1,1,0.0,3.6,4,100.0,14.3,1,0.0,3.6,3,-66.7,10.7,7,40.0,25.0,1,-66.7,3.6,0,0,0,2,0.0,7.1,0,-100.0,0,1,100,3.6,6,100.0,21.4,0,0,0
BLZ,2020-04-13,Belice,2,0.0,7.4,1,0.0,3.7,4,0.0,14.8,1,0.0,3.7,5,66.7,18.5,5,-28.6,18.5,1,0.0,3.7,1,100,3.7,3,50.0,11.1,0,0,0,1,0.0,3.7,2,-66.7,7.4,1,100,3.7
BLZ,2020-04-14,Belice,3,50.0,8.1,2,100.0,5.4,4,0.0,10.8,3,200.0,8.1,4,-20.0,10.8,7,40.0,18.9,1,0.0,2.7,1,0.0,2.7,6,100.0,16.2,0,0,0,0,-100.0,0,5,150.0,13.5,1,0.0,2.7
BLZ,2020-04-15,Belice,1,-66.7,2.9,1,-50.0,2.9,4,0.0,11.4,6,100.0,17.1,5,25.0,14.3,4,-42.9,11.4,2,100.0,5.7,1,0.0,2.9,7,16.7,20.0,1,100,2.9,0,0,0,2,-60.0,5.7,1,0.0,2.9
BLZ,2020-04-16,Belice,3,200.0,8.8,2,100.0,5.9,2,-50.0,5.9,6,0.0,17.6,6,20.0,17.6,4,0.0,11.8,2,0.0,5.9,0,-100.0,0,2,-71.4,5.9,1,0.0,2.9,2,100,5.9,2,0.0,5.9,2,100.0,5.9
BLZ,2020-04-17,Belice,1,-66.7,2.9,1,-50.0,2.9,1,-50.0,2.9,3,-50.0,8.6,8,33.3,22.9,8,100.0,22.9,1,-50.0,2.9,1,100,2.9,2,0.0,5.7,1,0.0,2.9,0,-100.0,0,5,150.0,14.3,3,50.0,8.6
BLZ,2020-04-18,Belice,2,100.0,9.1,0,-100.0,0,1,0.0,4.5,3,0.0,13.6,6,-25.0,27.3,3,-62.5,13.6,2,100.0,9.1,1,0.0,4.5,1,-50.0,4.5,0,-100.0,0,0,0,0,2,-60.0,9.1,1,-66.7,4.5
BLZ,2020-04-19,Belice,2,0.0,7.4,1,100,3.7,1,0.0,3.7,1,-66.7,3.7,7,16.7,25.9,6,100.0,22.2,1,-50.0,3.7,0,-100.0,0,4,300.0,14.8,1,100,3.7,0,0,0,2,0.0,7.4,1,0.0,3.7
